site,veg,symbiont,ITS.otus,ITS.chao1,ph,vwc,soilN,soilCN,sla,ldmc,leafN,temp,precip,PCOA1,PCOA2,X
Italy,S,ECM.ERM,-0.524488418,-0.419748562,-1.971636906,0.78325179,0.432098388,0.106201939,0.091986894,1.012634794,-1.246994531,1.602996356,-0.863797533,-0.392359554,0.118508738,ITS.cc.48
Italy,S,ECM.ERM,-0.263599132,-0.186749141,-1.741050646,1.43570683,-0.375171569,-0.523364788,0.091986894,1.012634794,-1.246994531,1.602996356,-0.863797533,-0.116950735,-0.24133501,ITS.cc.49
Switzerland,S,Nfix,1.091983491,0.874930745,-0.319102045,-0.161376762,-0.949107333,0.579023816,0.067193677,0.396308283,0.609929781,0.27145921,0.727067299,0.106928131,-0.214917425,ITS.cc.5
Italy,S,ECM.ERM,-0.157065395,-0.093014039,-1.962029145,0.320314705,2.195927952,-0.850028748,0.091986894,1.012634794,-1.246994531,1.602996356,-0.863797533,0.062486112,-0.256899217,ITS.cc.50
Italy,NS,ECM.ERM,-1.444466426,-1.346420528,-1.962029145,1.382404905,4.249490021,-0.97560546,0.091986894,1.012634794,-1.246994531,1.602996356,-0.863797533,-0.379425658,-0.315633343,ITS.cc.51
Italy,NS,ECM.ERM,-0.401382766,-0.395362705,-1.039684107,0.096742743,1.629733133,-0.804625937,0.091986894,1.012634794,-1.246994531,1.602996356,-0.863797533,-0.272337465,0.331279468,ITS.cc.52
Italy,NS,ECM.ERM,-0.153751012,-0.208825454,-1.385563496,-0.280319019,2.351852697,-0.970850473,0.091986894,1.012634794,-1.246994531,1.602996356,-0.863797533,0.702503454,0.423763842,ITS.cc.53
Italy,NS,ECM.ERM,-0.421269064,-0.455137724,-1.875559298,1.213615477,7.146815073,-0.941929067,0.091986894,1.012634794,-1.246994531,1.602996356,-0.863797533,-0.094370332,-0.161733007,ITS.cc.54
Italy,NS,ECM.ERM,-0.657537219,-0.586213204,-1.135761715,-0.538438524,-0.117508692,-0.635402389,0.091986894,1.012634794,-1.246994531,1.602996356,-0.863797533,0.018888331,-0.088026814,ITS.cc.55
Italy,NS,ECM.ERM,-0.345985222,-0.40304176,-1.712227364,0.037024846,1.769070139,-0.806298995,0.091986894,1.012634794,-1.246994531,1.602996356,-0.863797533,-0.306150371,0.073311436,ITS.cc.56
Italy,NS,ECM.ERM,-0.976664948,-0.920868319,-1.616149755,-0.32473729,1.567805574,-0.888428775,0.091986894,1.012634794,-1.246994531,1.602996356,-0.863797533,-0.38127847,-0.26475034,ITS.cc.57
Italy,NS,ECM.ERM,-0.891911441,-0.867269044,-1.731442885,0.783745326,2.251220415,-0.831975628,0.091986894,1.012634794,-1.246994531,1.602996356,-0.863797533,0.122847098,0.006601235,ITS.cc.59
Switzerland,S,Nfix,0.283747537,0.048091668,-0.549688305,0.381513211,-0.772171452,-0.236601533,0.067193677,0.396308283,0.609929781,0.27145921,0.727067299,-0.200845371,-0.158871481,ITS.cc.6
US CO,S,ECM.ERM,-0.973824048,-0.99759057,1.86185966,-0.951034903,-0.318773257,1.553369408,1.53980414,-0.244550236,0.948701591,-1.599033448,-0.773785501,-0.81903856,0.76928014,ITS.cc.61
US CO,S,ECM.ERM,-1.69777998,-1.536261011,0.612850754,-1.025065354,-0.666009924,3.94311933,1.53980414,-0.244550236,0.948701591,-1.599033448,-0.773785501,-0.726425643,0.36960666,ITS.cc.62
US CO,S,ECM.ERM,-0.504128637,-0.617395491,0.324617929,-0.802974002,-0.702502949,2.640359527,1.53980414,-0.244550236,0.948701591,-1.599033448,-0.773785501,-0.805310942,0.963971373,ITS.cc.63
US CO,S,ECM.ERM,-1.022592826,-0.996099091,-0.059692503,-0.97571172,1.125465872,-0.131976925,1.53980414,-0.244550236,0.948701591,-1.599033448,-0.773785501,-0.930261907,0.630224713,ITS.cc.64
US CO,S,ECM.ERM,-1.395224165,-1.415548806,-0.444002936,-1.118837258,0.758323919,-0.234872906,1.53980414,-0.244550236,0.948701591,-1.599033448,-0.773785501,-0.649354754,0.622531929,ITS.cc.65
US CO,S,ECM.ERM,-1.077990369,-0.897913624,-0.155770111,-1.020129991,-0.000288671,0.763904525,1.53980414,-0.244550236,0.948701591,-1.599033448,-0.773785501,-0.748663848,0.702154814,ITS.cc.66
US CO,S,ECM.ERM,-1.068047221,-1.159830164,-0.25184772,-0.61049483,0.662115033,-0.180532719,1.53980414,-0.244550236,0.948701591,-1.599033448,-0.773785501,-0.955690534,0.747124361,ITS.cc.68
US CO,S,ECM.ERM,-0.640491821,-0.496618458,-0.636158152,-1.104031168,0.766064863,-0.116332026,1.53980414,-0.244550236,0.948701591,-1.599033448,-0.773785501,-0.746793729,0.632225889,ITS.cc.69
US CO,S,ECM.ERM,-0.98566113,-0.96546688,-0.155770111,-1.054677534,0.043945299,-0.304552035,1.53980414,-0.244550236,0.948701591,-1.599033448,-0.773785501,-1.075727976,0.837677283,ITS.cc.70
US CO,NS,ECM.ERM,-1.388595399,-1.348258629,1.285394011,-0.758555731,-0.47801555,1.177069963,1.53980414,-0.244550236,0.948701591,-1.599033448,-0.773785501,-0.950799102,0.719979708,ITS.cc.71
US CO,NS,ECM.ERM,-0.728086227,-0.548862049,-0.059692503,-0.733878914,0.988340564,-0.171698321,1.53980414,-0.244550236,0.948701591,-1.599033448,-0.773785501,-0.875919556,0.94199796,ITS.cc.73
US CO,NS,ECM.ERM,-0.394754,-0.523571904,0.036385105,-0.970776357,0.812510532,-0.281221645,1.53980414,-0.244550236,0.948701591,-1.599033448,-0.773785501,-1.057857918,1.12258777,ITS.cc.75
US CO,NS,ECM.ERM,0.011494652,-0.008841403,-1.020468585,-0.970776357,0.643315596,-0.259106484,1.53980414,-0.244550236,0.948701591,-1.599033448,-0.773785501,-0.723636433,0.867059336,ITS.cc.76
US CO,NS,ECM.ERM,-0.601666192,-0.557159601,-0.155770111,-1.069483624,0.621198611,-0.358490841,1.53980414,-0.244550236,0.948701591,-1.599033448,-0.773785501,-1.110857211,1.182127049,ITS.cc.77
US CO,NS,ECM.ERM,-0.704412063,-0.637977359,-0.155770111,-0.778297185,-0.113085295,0.315312226,1.53980414,-0.244550236,0.948701591,-1.599033448,-0.773785501,-0.943537346,0.717624641,ITS.cc.78
US CO,NS,ECM.ERM,-0.67931745,-0.67018053,-0.059692503,-1.039871444,-0.50787348,1.991498874,1.53980414,-0.244550236,0.948701591,-1.599033448,-0.773785501,-0.884047039,0.898448397,ITS.cc.79
US CO,NS,ECM.ERM,-0.869184244,-0.91483486,-0.828313369,-0.857262999,-0.640575391,2.297063882,1.53980414,-0.244550236,0.948701591,-1.599033448,-0.773785501,-0.750743507,0.648785708,ITS.cc.80
Colombia,S,AMF,-1.585564443,-1.552919131,0.228540321,2.503719466,0.824674874,-0.633705559,0.390231347,-0.830576899,-0.287086871,0.651898395,1.858088054,-0.577827881,-0.793474965,ITS.cc.81
Colombia,S,AMF,-0.572783712,-0.451122421,0.132462713,1.91147586,1.344424025,-0.021656523,0.390231347,-0.830576899,-0.287086871,0.651898395,1.858088054,-0.894001624,0.977517532,ITS.cc.82
Colombia,S,AMF,-1.050528339,-1.134589679,0.132462713,1.516646789,1.581075765,-0.149457611,0.390231347,-0.830576899,-0.287086871,0.651898395,1.858088054,-1.086529447,0.883449285,ITS.cc.83
Colombia,S,AMF,-0.007918162,-0.15018317,0.997161187,0.529574112,0.585811435,0.027438251,0.390231347,-0.830576899,-0.287086871,0.651898395,1.858088054,-0.73085514,0.873745291,ITS.cc.85
Colombia,S,AMF,-1.402326414,-1.434600563,0.708928362,-0.260084029,-0.349737036,2.576713468,0.390231347,-0.830576899,-0.287086871,0.651898395,1.858088054,-1.142029913,1.167352563,ITS.cc.86
Colombia,S,AMF,-0.661798568,-0.544746447,-0.059692503,2.503719466,1.229415702,-0.225147315,0.390231347,-0.830576899,-0.287086871,0.651898395,1.858088054,-0.881902525,0.883886529,ITS.cc.88
Colombia,S,AMF,-0.93073707,-1.002723039,0.036385105,1.516646789,0.494025946,-0.295623168,0.390231347,-0.830576899,-0.287086871,0.651898395,1.858088054,-0.776808478,0.653913015,ITS.cc.89
Switzerland,S,Nfix,0.882703883,1.009016066,-0.905175455,0.62828138,-0.290021176,-0.320226577,0.067193677,0.396308283,0.609929781,0.27145921,0.727067299,0.073398548,-0.501245049,ITS.cc.9
Colombia,S,AMF,-0.345511739,-0.586961314,0.420695538,1.023110451,1.233839099,-0.468395481,0.390231347,-0.830576899,-0.287086871,0.651898395,1.858088054,-0.710528856,-0.077493946,ITS.cc.90
Colombia,NS,AMF,-0.710567346,-0.843179056,0.324617929,2.503719466,1.178546636,-0.235949926,0.390231347,-0.830576899,-0.287086871,0.651898395,1.858088054,-0.527369913,-1.148179335,ITS.cc.91
Colombia,NS,AMF,-0.281591497,-0.416814761,-0.73223576,1.516646789,-0.658268979,2.696669663,0.390231347,-0.830576899,-0.287086871,0.651898395,1.858088054,-0.711762349,-0.078080141,ITS.cc.92
Colombia,NS,AMF,0.513386926,0.231901248,-0.059692503,1.368585888,0.674279375,-0.348092947,0.390231347,-0.830576899,-0.287086871,0.651898395,1.858088054,-0.531471297,-1.097173434,ITS.cc.93
Colombia,NS,AMF,-0.124395049,-0.080908121,0.228540321,1.516646789,0.952953388,-0.360177988,0.390231347,-0.830576899,-0.287086871,0.651898395,1.858088054,-0.623906452,-1.254122579,ITS.cc.94
Colombia,NS,AMF,-0.672688684,-0.674964246,0.516773146,1.121817718,0.803663738,-0.025977941,0.390231347,-0.830576899,-0.287086871,0.651898395,1.858088054,-0.543438179,-1.177673589,ITS.cc.95
Colombia,NS,AMF,0.25107719,0.15961424,0.228540321,1.615354057,0.900978473,0.224958742,0.390231347,-0.830576899,-0.287086871,0.651898395,1.858088054,-0.573021205,-1.398149364,ITS.cc.96
Colombia,NS,AMF,0.529011874,0.254524896,0.132462713,2.010183127,0.84568601,0.28978883,0.390231347,-0.830576899,-0.287086871,0.651898395,1.858088054,-0.510993516,-1.216033687,ITS.cc.97
Colombia,NS,AMF,-0.713408246,-0.669943023,-0.540080544,2.256951297,-0.614035009,3.057116652,0.390231347,-0.830576899,-0.287086871,0.651898395,1.858088054,-0.575012231,-1.38581466,ITS.cc.98
Colombia,NS,AMF,-0.738976343,-0.556967225,0.036385105,1.26987862,0.824674874,-0.183466975,0.390231347,-0.830576899,-0.287086871,0.651898395,1.858088054,-0.508439006,-0.935722519,ITS.cc.99
