,Kingdom,Phylum,Class,Order,Family,Genus,Species 
OTU8330,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
OTU8331,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Acremonium,,
OTU8332,Rhodoplantae,Rhodophyta,Florideophyceae,Ceramiales,,,
OTU8333,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8334,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavulinopsis,
OTU8335,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU8336,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8337,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU8338,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Piskurozyma,
OTU8339,Fungi,,,,,,
OTU8340,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8341,Fungi,,,,,,
OTU8342,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Heterosphaeria,Heterosphaeria patella
OTU8343,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU8344,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,
OTU8345,,,,,,,
OTU8346,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,,
OTU8347,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8348,Fungi,Ascomycota,Dothideomycetes,Dothideales,,,
OTU8349,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Kernia,
OTU8350,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8351,Rhodoplantae,Rhodophyta,Florideophyceae,Gracilariales,,,
OTU8352,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8353,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8354,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8355,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8356,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
OTU8357,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8358,Protista,,,,,,
OTU8359,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Neophaeosphaeria,
OTU8360,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8361,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8362,Rhodoplantae,Rhodophyta,Florideophyceae,Nemaliales,,,
OTU8363,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,,
OTU8364,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8365,,,,,,,
OTU8366,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8367,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8368,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,,,
OTU8369,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8370,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8371,Viridiplantae,Anthophyta,Monocotyledonae,Asparagales,,,
OTU8372,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Piskurozyma,
OTU8373,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8374,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Sarcinomyces,,
OTU8375,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,
OTU8376,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,
OTU8377,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8378,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8379,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
OTU8380,Viridiplantae,Anthophyta,Monocotyledonae,Alismatales,,,
OTU8381,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus kerriganii
OTU8382,Fungi,Monoblepharomycota,Monoblepharidomycetes,Monoblepharidales,,,
OTU8383,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
OTU8384,,,,,,,
OTU8385,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU8386,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Ganoderma,
OTU8387,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8388,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8389,Fungi,,,,,,
OTU8390,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8391,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8392,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,
OTU8393,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8394,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8395,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8396,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,,,
OTU8397,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8398,Fungi,Basidiomycota,,,,,
OTU8399,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8400,,,,,,,
OTU8401,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8402,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8403,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,,,
OTU8404,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8405,Fungi,Basidiomycota,Microbotryomycetes,,,,
OTU8406,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius balaustinus
OTU8407,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,
OTU8408,Fungi,Basidiomycota,Tremellomycetes,Tremellales,,,
OTU8409,Viridiplantae,Anthophyta,Eudicotyledonae,,,,
OTU8410,Rhodoplantae,Rhodophyta,Florideophyceae,Gracilariales,,,
OTU8411,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8412,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8413,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8414,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8415,,,,,,,
OTU8416,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Monilinia,
OTU8417,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8418,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,
OTU8419,Fungi,,,,,,
OTU8420,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8421,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,,,
OTU8422,,,,,,,
OTU8423,Fungi,Ascomycota,Leotiomycetes,Helotiales,Vibrisseaceae,,
OTU8424,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8425,,,,,,,
OTU8426,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8427,,,,,,,
OTU8428,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,
OTU8429,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,,,
OTU8430,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8431,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8432,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,,
OTU8433,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8434,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,,,
OTU8435,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8436,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8437,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,,,
OTU8438,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Cirrenalia,Cirrenalia iberica
OTU8439,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8440,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8441,Fungi,,,,,,
OTU8442,Fungi,Ascomycota,Eurotiomycetes,Phaeomoniellales,Phaeomoniellaceae,Aequabiliella,Aequabiliella effusa
OTU8443,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8444,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8445,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8446,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8447,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8448,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8449,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8450,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8451,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8452,Fungi,Ascomycota,Pezizomycetes,Pezizales,,,
OTU8453,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8454,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8455,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8456,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8457,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8458,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8459,Fungi,Basidiomycota,Agaricomycetes,Geastrales,,,
OTU8460,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8461,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Xylodon,Xylodon asperus
OTU8462,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella galzinii
OTU8463,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8464,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8465,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8466,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8467,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phylloporia,
OTU8468,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8469,Fungi,Basidiomycota,Agaricomycetes,,,,
OTU8470,Fungi,Monoblepharomycota,Monoblepharidomycetes,Monoblepharidales,,,
OTU8471,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8472,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU8473,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8474,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
OTU8475,,,,,,,
OTU8476,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,
OTU8477,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8478,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8479,Viridiplantae,Marchantiophyta,Jungermanniopsida,Porellales,,,
OTU8480,Viridiplantae,Anthophyta,Eudicotyledonae,Ericales,,,
OTU8481,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8482,,,,,,,
OTU8483,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8484,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8485,Fungi,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon rocabrunae
OTU8486,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8487,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis romagnesiana
OTU8488,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Microsphaeropsis,Microsphaeropsis arundinis,
OTU8489,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8490,Fungi,Basidiomycota,Spiculogloeomycetes,Spiculogloeales,Spiculogloeaceae,Phyllozyma,
OTU8491,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnum,Lachnum pygmaeum
OTU8492,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8493,Protista,,,,,,
OTU8494,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
OTU8495,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8496,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8497,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8499,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
OTU8500,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU8501,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8502,Viridiplantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Trebouxia,Trebouxia impressa
OTU8503,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria falcata
OTU8504,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Scutellospora,
OTU8505,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,,,
OTU8506,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,,,
OTU8507,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,,
OTU8508,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8509,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU8510,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,,,
OTU8511,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8512,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8513,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,,
OTU8514,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8515,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8516,Fungi,Ascomycota,Pezizomycetes,Pezizales,,,
OTU8517,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Galerina,
OTU8518,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8519,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8520,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
OTU8521,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gautieriaceae,Gautieria,
OTU8522,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8523,Rhodoplantae,Rhodophyta,Florideophyceae,Gracilariales,,,
OTU8524,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8525,,,,,,,
OTU8526,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,,,
OTU8527,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,,,
OTU8528,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,
OTU8529,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8530,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8531,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8532,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,,
OTU8533,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,
OTU8534,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8535,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,
OTU8536,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,,
OTU8537,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,
OTU8538,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8539,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8540,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8541,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8542,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8543,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8544,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8545,Fungi,,,,,,
OTU8546,Fungi,Ascomycota,Pezizomycetes,Pezizales,,,
OTU8547,Rhodoplantae,Rhodophyta,Florideophyceae,Corallinales,,,
OTU8548,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8549,Viridiplantae,Anthophyta,Monocotyledonae,Asparagales,,,
OTU8550,Viridiplantae,Anthophyta,Monocotyledonae,Asparagales,,,
OTU8551,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria halophila
OTU8552,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma caccabus
OTU8553,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU8554,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8555,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
OTU8556,Fungi,Ascomycota,Eurotiomycetes,,,,
OTU8557,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8558,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU8559,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,,,
OTU8560,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
OTU8562,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8563,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8564,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8565,Rhodoplantae,Rhodophyta,Florideophyceae,Plocamiales,,,
OTU8566,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium verhagenii
OTU8567,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Schizoparmaceae,Coniella,Coniella fragariae
OTU8568,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Acremonium,,
OTU8569,Fungi,,,,,,
OTU8570,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8571,,,,,,,
OTU8572,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8573,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Articulospora,
OTU8574,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8575,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8576,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8577,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,
OTU8578,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8579,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU8580,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8581,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
OTU8583,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8584,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,
OTU8585,Viridiplantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,,,
OTU8586,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8587,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius cotoneus
OTU8588,,,,,,,
OTU8589,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Rogersella,Rogersella griseliniae
OTU8590,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8591,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8592,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,,,
OTU8593,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,,
OTU8594,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8595,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,,,
OTU8596,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,,
OTU8597,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Fayodia,Fayodia bisphaerigera
OTU8598,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala opportunistica
OTU8599,Fungi,Glomeromycota,Glomeromycetes,Glomerales,,,
OTU8600,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8601,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8602,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8603,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8604,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
OTU8605,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria flavostellifera
OTU8606,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8607,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8608,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,,,
OTU8609,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis mosseae
OTU8610,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,,,
OTU8611,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8612,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU8613,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Ballistosporomyces,
OTU8614,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8615,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,
OTU8616,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8617,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8618,Metazoa,Cnidaria,Anthozoa,Scleractinia,,,
OTU8619,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8620,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8621,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,,
OTU8622,Fungi,Basidiomycota,Tremellomycetes,Tremellales,,,
OTU8623,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8624,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8625,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,
OTU8626,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8627,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,
OTU8628,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,
OTU8629,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,
OTU8630,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8631,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8632,Fungi,Ascomycota,Sordariomycetes,Xylariales,Fusidium,,
OTU8633,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8634,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8635,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiella,Sporormiella minima
OTU8636,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8637,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8638,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,
OTU8639,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8640,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,,,
OTU8641,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8643,Viridiplantae,Anthophyta,Eudicotyledonae,Solanales,,,
OTU8644,Fungi,Basidiomycota,Tremellomycetes,Tremellales,,,
OTU8645,,,,,,,
OTU8646,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8647,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU8648,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8649,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Ramariopsis,
OTU8650,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8651,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8652,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,
OTU8653,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8654,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8655,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8656,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8657,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Morosphaeriaceae,Acrocalymma,Acrocalymma fici
OTU8658,Fungi,Ascomycota,Leotiomycetes,Helotiales,Vibrisseaceae,Phialocephala,
OTU8659,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8660,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodosporidiobolus,Rhodosporidiobolus colostri
OTU8661,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8662,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,
OTU8663,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,
OTU8664,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chloridium,
OTU8665,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,
OTU8666,Fungi,Ascomycota,Leotiomycetes,Helotiales,Acephala,,
OTU8667,Stramenopila,Oomycota,Oomycetes,Peronosporales,,,
OTU8668,Viridiplantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Myrmecia,Myrmecia israeliensis
OTU8669,Fungi,Basidiomycota,Ustilaginomycetes,Urocystidales,,,
OTU8670,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,Chaetosphaeria fusiformis
OTU8671,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8672,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,
OTU8673,,,,,,,
OTU8674,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,
OTU8675,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,
